,Title,List Author,Author(s),Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics,id
2,Are Law Firm Partners Islands unto Themselves - An Empirical Study of Law Firm Peer Review and Culture [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Georgetown Journal of Legal Ethics, Vol. 10, Issue 2 (Winter 1996), pp. 271-316",10 Geo. J. Legal Ethics 271 (1996-1997),44,na,8,na,5844
3,Am I My Partner's Keeper - Peer Review in Law Firms [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","University of Colorado Law Review, Vol. 66, Issue 2 (1995), pp. 329-374",66 U. Colo. L. Rev. 329 (1994-1995),41,na,10,na,5844
4,The Billable Hours Derby: Empirical Data on the Problems and Pressure Points [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Fordham Urban Law Journal, Vol. 33, Issue 1 (November 2005), pp. 171-192",na,37,na,41,na,5844
5,Professional Responsibility and Liability Issues Related to Limited Liability Law Partnerships [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","South Texas Law Review, Vol. 39, Issue 2 (March 1998), pp. 399-444",na,29,na,29,na,5844
6,Fortifying a Law Firm's Ethical Infrastructure: Avoiding Legal Malpractice Claims Based on Conflicts of Interest [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times); Hanna, Jett (Cited 89 times)","St. Mary's Law Journal, Vol. 33, Issue 4 (2002), pp. 669-720",na,22,na,4,na,5844
7,Law Firm General Counsel as Sherpa: Challenges Facing the In-Firm Lawyer's Lawyer [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","University of Kansas Law Review, Vol. 53, Issue 4 (May 2005), pp. 835-852",na,16,na,9,na,5844
8,I Don't Have Time to Be Ethical: Addressing the Effects of Billable Hour Pressure [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Idaho Law Review, Vol. 39, Issue 2 (2003), pp. 305-320",39 Idaho L. Rev. 305 (2002-2003),14,na,38,na,5844
9,Law as a Profession: Examining the Role of Accountability [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Fordham Urban Law Journal, Vol. 40, Issue 1 (November 2012), pp. 177-216",na,13,na,10,na,5844
10,Law Student Admissions and Ethics - Rethinking Character and Fitness Inquiries [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","South Texas Law Review, Vol. 45, Issue 4 (Fall 2004), pp. 983-996",na,11,na,22,na,5844
11,Adopting Law Firm Management Systems to Survive and Thrive: A Study of the Australian Approach to Management-Based Regulation [article],Susan Fortney,"Fortney, Susan (Cited 455 times); Gordon, Tahlia (Cited 102 times)","University of St. Thomas Law Journal, Vol. 10, Issue 1 (2012), pp. 152-194",10 U. St. Thomas L.J. 152 (2012-2013),10,na,23,na,5844
12,Legal Malpractice Insurance: Surviving the Perfect Storm [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Journal of the Legal Profession, Vol. 28, pp. 41-64",28 J. Legal Prof. 41 (2003-2004),10,na,6,na,5844
13,Taking Empirical Research Seriously [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Georgetown Journal of Legal Ethics, Vol. 22, Issue 4 (Fall 2009), pp. 1473-1484",na,9,na,15,na,5844
14,Chicken Little Lives: The Anticipated and Actual Effect of Sarbanes-Oxley on Corporate Lawyers' Conduct [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Capital University Law Review, Vol. 33, Issue 1 (Fall 2004), pp. 61-82",na,8,na,1,na,5844
15,OTS vs The Bar: Must Atorneys Advise Directors that the Directors Owe a Duty to the Depository Fund [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Annual Review of Banking Law, Vol. 12, pp. 373-396",12 Ann. Rev. Banking L. 373 (1993),6,na,1,na,5844
16,Tales of Two Regimes for Regulating Limited Liability Law Firms in the US and Australia: Client Protection and Risk Management Lessons [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Legal Ethics, Vol. 11, Issue 2 (2008), pp. 230-240",11 Legal Ethics 230 (2008),6,na,5,na,5844
17,"Empirical Study of Associate Satisfaction, Law Firm Culture, and the Effects of Billable Hour Requirements - Part One, An [article]",Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Texas Bar Journal, Vol. 64, Issue 11 (December 2001), pp. 1060-1072",64 Tex. B.J. 1060 (2001),6,na,na,na,5844
18,Attorneys' Malpractice Policies: Regulatory Exclusions and Public Policy [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Banking Law Journal, Vol. 109, Issue 2 (March-April 1992), pp. 116-128",109 Banking L.J. 116 (1992),5,na,na,na,5844
19,Promoting Public Protection through an Attorney Integrity System: Lessons from Australian Experience with Proactive Regulation of Lawyers [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Professional Lawyer, Vol. 23, Issue 1 (2015), pp. 16-26",23 Prof. Law. 16 (2015-2016),5,na,3,na,5844
20,"Leaks, Lies, and the Moonlight: Fiduciary Duties of Associates to Their Law Firms [article]",Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","St. Mary's Law Journal, Vol. 41, Issue 4 (2010), pp. 595-620",41 St. Mary's L.J. 595 (2009-2010),5,na,2,na,5844
21,Preventing Legal Malpractice and Disciplinary Complaints: Ethics Audits as a Risk-Management Tool [notes],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Business Law Today, Vol. 2015, Issue 3 (March 2015), pp. 1-2",na,4,na,na,na,5844
22,A Tort in Search of a Remedy: Prying Open the Courthouse Doors for Legal Malpractice Victims [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Fordham Law Review, Vol. 85, Issue 5 (April 2017), pp. 2033-2056",na,4,na,13,na,5844
23,Systematically Thinking about Law Firm Ethics: Conference on the Ethical Infrastructure and Culture of Law Firms [comments],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Hofstra Law Review, Vol. 42, Issue 1 (Fall 2013), pp. 1-16",na,4,na,6,na,5844
24,Challenges and Guidance for Lawyering in a Global Society [comments],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","St. Mary's Law Journal, Vol. 38, Issue 4 (2007), pp. 849-858",na,4,na,1,na,5844
25,The Role of Ethics Audits in Improving Management Systems and Practices: An Empirical Examination of Management-Based Regulation of Law Firms [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","St. Mary's Journal on Legal Malpractice and Ethics, Vol. 4, pp. 112-149",4 St. Mary's J. on Legal Malpractice & Ethics 112 (2014),3,na,15,na,5844
26,"Empirical Study of Associate Satisfaction, Law Firm Culture, and the Effects of Billable Hour Requirements - Part Two, An [article]",Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Texas Bar Journal, Vol. 65, Issue 1 (January 2002), pp. 74-76",65 Tex. B.J. 74 (2002),2,na,1,na,5844
27,A Jurisprudential Analysis of Government Intervention and Prenatal Drug Abuse [article],Susan Fortney,"Fortney, Susan (Cited 455 times)","Journal of Law and Health, Vol. 17, Issue 1 (2002-2003), pp. 11-36",17 J.L. & Health 11 (2002-2003),1,na,4,na,5844
28,Collaborative Divorce: What Louis Brandeis Might Say about the Promise and Problems [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Touro Law Review, Vol. 33, Issue 1 (2017), pp. 371-[vi]",na,1,na,6,na,5844
29,Legal Malpractice Is No Longer the Profession's Dirty Little Secret [comments],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Hofstra Law Review, Vol. 44, Issue 2 (Winter 2015), pp. 281-290",na,1,na,4,na,5844
30,Collaborative Divorce: What Louis Brandeis Might Say about the Promise and Problems [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Alternative Resolutions, Vol. 26, Issue 2 (Summer 2017), pp. 14-21",26 Alternative Resol. 14 (2017),na,na,2,na,5844
31,Legal Malpractice Is No Longer the Profession's Dirty Little Secret [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Hofstra Law Review, Vol. 45, The Life and Legacy of Monroe H. Freedman (2016), pp. 23-32",na,na,na,2,na,5844
32,Trust in the World of the Global Lawyer [reviews],Susan Fortney,"Fortney, Susan (Cited 455 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2011, pp. [248]-[249]",na,na,na,na,na,5844
33,Patterns and Problems in Professional Discipline Cases [reviews],Susan Fortney,"Fortney, Susan (Cited 455 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2014, pp. [359]-[360]",na,na,na,na,na,5844
34,Beyond Diversity Rhetoric: Understanding the Link between Professional Responsibility and Reasonable Accommodations for Lawyers with Disabilities [reviews],Susan Fortney,"Fortney, Susan (Cited 455 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2015, pp. [171]-[173]",na,na,na,na,na,5844
35,The Role of Good Prosecutors in Advancing Access to Criminal Justice [reviews],Susan Fortney,"Fortney, Susan (Cited 455 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2017, pp. [91]-[93]",na,na,na,na,na,5844
36,A Portrait of Uninsured Lawyers: Using Empirical Data to Enhance Public Protection [reviews],Susan Fortney,"Fortney, Susan (Cited 455 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2018, pp. 1-2",na,na,na,3,na,5844
37,Assessing How Lawyers Keep Their Own Houses Clean: Baseline Report on Outcomes-Focused Regulation [reviews],Susan Fortney,"Fortney, Susan (Cited 455 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2013, pp. [237]-[239]",na,na,na,na,na,5844
38,Insurance Issues Related to Lateral Hire Musical Chairs [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Professional Lawyer Symposium Issues, Vol. 2000, pp. 65-80",2000 Prof. Law. Symp. Issues 65 (2000),na,na,1,na,5844
39,Ethics Counsel's Role in Combating the Ostrich Tendency [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Professional Lawyer Symposium Issues, Vol. 2002, pp. 131-148",2002 Prof. Law. Symp. Issues 131 (2002),na,na,na,na,5844
40,Designing and Improving a System of Proactive Management-Based Regulation to Help Lawyers and Protect the Public [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Journal of the Professional Lawyer, Vol. 2016, pp. 91-114",2016 J. Prof. Law. 91 (2016),na,na,5,na,5844
41,"A Mirror and Window for Understanding Ethics of Law Practice: A Review of Leslie C Levin and Lynn Mathers (eds), Lawyers in Practice: Ethical Decision Making in Context [reviews]",Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Legal Ethics, Vol. 16, Issue 2 (2013), pp. 409-423",na,na,na,na,na,5844
42,"Monroe Freedman: Servant Leader, Bridge Builder [article]",Susan Fortney,"Fortney, Susan (Cited 455 times)","Professional Lawyer, Vol. 23, Issue 2 (2015), pp. 18-23",23 Prof. Law. 18 (2015-2016),na,na,na,na,5844
43,Preventing Sexual Harassment and Misconduct in Higher Education: How Lawyers Should Assist Universities in Fortifying Ethical Infrastructure [comments],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Minnesota Law Review Headnotes, Vol. 103, Issue 1 (Fall 2018), pp. 28-41",na,na,na,18,na,5844
44,Are Law Firm Partners Islands unto Themselves - An Empirical Study of Law Firm Peer Review and Culture [article],Susan Fortney,"Fortney, Susan Saab (Cited 455 times)","Texas Bar Journal, Vol. 60, Issue 10 (November 1997), pp. 1056-1072",60 Tex. B.J. 1056 (1997),na,na,5,na,5844
0,The Legitimacy Crisis in Investment Treaty Arbitration: Privatizing Publlic International Law through Inconsistent Decisions [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Fordham Law Review, Vol. 73, Issue 4 (March 2005), pp. 1521-1626",73 Fordham L. Rev. 1521 (March 2005),287,na,374,na,6163
1,Empirically Evaluating Claims about Investment Treaty Arbitration [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","North Carolina Law Review, Vol. 86, Issue 1 (December 2007), pp. 1-88",86 N.C. L. Rev. 1 (2007-2008),100,na,145,na,6163
2,Development and Outcomes of Investment Treaty Arbitration [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Harvard International Law Journal, Vol. 50, Issue 2 (Summer 2009), pp. 435-490",50 Harv. Int'l L.J. 435 (2009),61,na,120,na,6163
3,Integrating Investment Treaty Conflict and Dispute Systems Design [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Minnesota Law Review, Vol. 92, Issue 1 (November 2007), pp. 161-230",92 Minn. L. Rev. 161 (2007-2008),47,na,27,na,6163
4,"Foreign Direct Investment, Investment Treaty Arbitration, and the Rule of Law [article]",Susan Franck,"Franck, Susan D. (Cited 776 times)","Pacific McGeorge Global Business & Development Law Journal, Vol. 19, Issue 2 (2007), pp. 337-374",na,43,na,146,na,6163
5,The Nature and Enforcement of Investor Rights under Investment Treaties: Do Investment Treaties Have a Bright Future [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","U.C. Davis Journal of International Law & Policy, Vol. 12, Issue 1 (Fall 2005), pp. 47-100",na,42,na,41,na,6163
6,The ICSID Effect - Considering Potential Variations in Arbitration Awards [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Virginia Journal of International Law, Vol. 51, Issue 4 (Summer 2011), pp. 825-914",51 Va. J. Int'l L. 825 (2010-2011),34,na,41,na,6163
7,The Role of International Arbitrators [article],Susan Franck,"Franck, Susan (Cited 776 times)","ILSA Journal of International & Comparative Law, Vol. 12, Issue 2 (Spring 2006), pp. 499-522",na,25,na,137,na,6163
8,The Liability of International Arbitrators: A Comparative Analysis and Proposal for Qualified Immunity [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","New York Law School Journal of International and Comparative Law, Vol. 20, Issue 1 (2000), pp. 1-60",20 N.Y.L. Sch. J. Int'l & Comp. L. 1 (2000),22,na,133,na,6163
9,Rationalizing Costs in Investment Treaty Arbitration [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Washington University Law Review, Vol. 88, Issue 4 (2011), pp. 769-852",88 Wash. U. L. Rev. 769 (2010-2011),22,na,56,na,6163
10,Predicting Outcomes in Investment Treaty Arbitration [article],Susan Franck,"Franck, Susan D. (Cited 776 times); Wylie, Linsey E. (Cited 22 times)","Duke Law Journal, Vol. 65, Issue 3 (December 2015), pp. 459-526",65 Duke L.J. 459 (2015-2016),21,na,78,na,6163
11,Empiricism and International Law: Insights for Investment Treaty Dispute Resolution [comments],Susan Franck,"Franck, Susan D. (Cited 776 times)","Virginia Journal of International Law, Vol. 48, Issue 4 (Summer 2008), pp. 767-816",na,20,na,20,na,6163
12,The Diversity Challenge: Exploring the Invisible College of International Arbitration [article],Susan Franck,"Franck, Susan D. (Cited 776 times); Freda, James (Cited 24 times); Lavin, Kellen (Cited 14 times); Lehmann, Tobias (Cited 14 times); Van Aaken, Anne (Cited 101 times)","Columbia Journal of Transnational Law, Vol. 53, Issue 3 (2015), pp. 429-506",53 Colum. J. Transnat'l L. 429 (2014-2015),14,na,143,na,6163
13,Conflating Politics and Development: Examining Investment Treaty Arbitration Outcomes [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Virginia Journal of International Law, Vol. 55, Issue 1 (2014), pp. 13-72",55 Va. J. Int'l L. 13 (2014-2015),10,na,38,na,6163
14,"Christians v. Crystal Evangelical Free Church: Interpreting RFRA in the Battle Among God, the Government, and the Bankruptcy Code [comments]",Susan Franck,"Franck, Susan D. (Cited 776 times)","Minnesota Law Review, Vol. 81, Issue 4 (April 1997), pp. 981-1014",na,8,na,2,na,6163
15,Inside the Arbitrator's Mind [article],Susan Franck,"Franck, Susan D. (Cited 776 times); van Aaken, Anne (Cited 101 times); Freda, James (Cited 24 times); Guthrie, Chris (Cited 2716 times); Rachlinski, Jeffrey J. (Cited 3660 times)","Emory Law Journal, Vol. 66, Issue 5 (2017), pp. 1115-1174",66 Emory L.J. 1115 (2016-2017),6,na,82,na,6163
16,Foreword: A Symposium Exploring the Modern Legacy of William Jennings Bryan [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Nebraska Law Review , Vol. 86, Issue 1 (2007), pp. 142-149",na,3,na,4,na,6163
17,An Empirical Analysis of Investment Treaty Awards [comments],Susan Franck,"Franck, Susan D. (Cited 776 times)","American Society of International Law Proceedings, Vol. 101, pp. 459-462",na,2,na,3,na,6163
18,Foreign Investments and the Market for Law [article],Susan Franck,"O'Connor, Erin O'Hara (Cited 632 times); Franck, Susan D. (Cited 776 times)","University of Illinois Law Review, Vol. 2014, Issue 5 (2014), pp. 1617-1662",2014 U. Ill. L. Rev. 1617 (2014),1,na,13,na,6163
19,Transforming into an International Lawyer [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","ILSA Quarterly, Vol. 15, Issue 2 (December 2006), pp. 23-24",15 ILSA Quart. 23 (2006-2007),na,na,na,na,6163
20,Empirical Modalities: Lessons for the Future of International Investment [article],Susan Franck,"Franck, Susan (Cited 776 times)","American Society of International Law Proceedings, Vol. 104, pp. 33-36",na,na,na,na,na,6163
21,Borrowing Help - Using Conflicts of Law to Aid Clients and Lawyers [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Nebraska Lawyer, Vol. 2006, Issue 1 (January 2006), pp. 13-14",2006 Neb. Law. 13 (2006),na,na,na,na,6163
22,A Survival Guide for Small Businesses: Avoiding the Pitfalls in International Dispute Resolution [article],Susan Franck,"Franck, Susan D. (Cited 776 times)","Minnesota Journal of Business Law and Entrepreneurship, Vol. 3, pp. 19-32",3 Minn. J. Bus. Law & Entrep. 19 (2004),na,na,na,na,6163
23,Investment Treaty Arbitration and Law & Development [comments],Susan Franck,"Franck, Susan D. (Cited 776 times)","Northwestern University Law Review Colloquy, Vol. 104, pp. 178-181",na,na,na,5,na,6163
24,International Arbitration: Between Myth and Reality [comments] *new*,Susan Franck,"Franck, Susan (Cited 776 times)","McGill Journal of Dispute Resolution, Vol. 5, pp. 1-29",na,na,na,na,na,6163
0,Tax Compliance and Norm Formation under High-Penalty Regimes [article],Susan Morse,"Morse, Susan C. (Cited 112 times)","Connecticut Law Review, Vol. 44, Issue 3 (February 2012), pp. 675-736",44 Conn. L. Rev. 675 (February 2012),32,na,22,na,1313
1,Revisiting Global Formulary Apportionment [article],Susan Morse,"Morse, Susan C. (Cited 112 times)","Virginia Tax Review, Vol. 29, Issue 4 (Spring 2010), pp. 593-644",29 Va. Tax Rev. 593 (2009-2010),24,na,34,na,1313
2,Startup Ltd.: Tax Planning and Initial Incorporation Location [article],Susan Morse,"Morse, Susan C. (Cited 112 times)","Florida Tax Review, Vol. 14, Issue 8 (2013), pp. 319-360",14 Fla. Tax Rev. 319 (2013),14,na,31,na,1313
3,"Ask for Help, Uncle Sam: The Future of Global Tax Reporting [article]",Susan Morse,"Morse, Susan C. (Cited 112 times)","Villanova Law Review, Vol. 57, Issue 3 (2012), pp. 529-550",na,14,na,19,na,1313
