Title,List Author,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics,ID
Sprawl's Political-Economy and the Case for a Metropolitan Green Space Initiative [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Urban Lawyer, Vol. 32, Issue 3 (Summer 2000), pp. 367-390",32 Urb. Law. 367 (2000),22,na,4,"Land Use Planning, Banking, Administration Law",6840.0
Clean Air Act Dynamism and Disappointments: Lessons for Climate Legislation to Prompt Innovation and Discourage Inertia [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Washington University Journal of Law and Policy, Vol. 32, Issue 1 (2010), pp. 33-78",32 Wash. U. J. L. & Pol'y 33 (2010),17,na,13,"Administration Law, Law and Society, Science and Technology, Economics, International Law",6840.0
"State Greenhouse Gas Regulation, Federal Climate Change Legislation, and the Preemption Sword [article]",William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"San Diego Journal of Climate & Energy Law, Vol. 1, pp. 23-62",1 San Diego J. Climate & Energy L. 23 (2009),14,na,5,"Climate Change, Legislation, Regulation, History, State Action, Environment",6840.0
Regulatory Reform or Statutory Muddle: The Legislative Mirage of Single Statute Regulatory Reform [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"New York University Environmental Law Journal, Vol. 5, Issue 2 (1996), pp. 298-381",5 N.Y.U. Envtl. L.J. 298 (1996),14,na,na,"Administration Law, Administrative Procedure, Legislation, Procedure, Government, Land Use",6840.0
Climate Regulation under the Clean Air Act in the Wake of Utility Air Regulatory Group v. EPA [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times); Carlson, Ann E. (Cited 525 times); Herzog, Megan M. (Cited 17 times); Freeman, Jody (Cited 2504 times); Lazarus, Richard J. (Cited 2133 times); McGarity, Thomas O. (Cited 5228 times); Oren, Craig N. (Cited 186 times); Revesz, Richard L. (Cited 3412 times); Segal, Cecilia",,"Harvard Environmental Law Review, Vol. 39, Issue 1 (2015), pp. 1-8",39 Harv. Envtl. L. Rev. 1 (2015),6,na,15,"Regulation, Environmental Law, Industry",6840.0
Anti-Regulatory Skewing and Political Choice in UARG [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Harvard Environmental Law Review, Vol. 39, Issue 1 (2015), pp. 63-78",39 Harv. Envtl. L. Rev. 63 (2015),6,na,11,"Climate Change, Environment, Greenhouse Gases, Science and Technology, Technology",6840.0
Adjudicatory Triggers of Enhanced Ambient Environment Information [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Indiana Law Journal, Vol. 83, Issue 2 (Spring 2008), pp. 583-608",83 Ind. L.J. 583 (2008),6,na,1,na,6840.0
Federalism-Facilitated Regulatory Innovation and Regression in a Time of Environmental Legislative Gridlock [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Georgetown Environmental Law Review, Vol. 28, Issue 3 (Spring 2016), pp. 451-484",28 Geo. Envtl. L. Rev. 451 (2015-2016),6,na,na,"Federalism, Climate Change, Environmental Justice",6840.0
"Federalism Hedging, Entrenchment, and the Climate Challenge [article]",William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Wisconsin Law Review, Vol. 2017, Issue 6 (2017), pp. 1037-1114",2017 Wis. L. Rev. 1037 (2017),5,na,33,"Environmental Law, Federalism, Climate Change, Jurisdiction, Water",6840.0
Agency Statutory Abnegation in the Deregulatory Playbook [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Duke Law Journal, Vol. 68, Issue 8 (May 2019), pp. 1509-1592",68 Duke L.J. 1509 (2018-2019),3,na,na,na,6840.0
Smart Growth Micro-Incentives and the Tree-Cut Tax Case [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Georgia State University Law Review, Vol. 17, Issue 4 (Summer 2001), pp. 999-1012",17 Ga. St. U. L. Rev. 999 (Summer 2001),2,na,1,"Banking, Administration Law, Land Use Planning, States, Takings",6840.0
The Tethered President: Consistency and Contingency in Administrative Law [article],William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Boston University Law Review, Vol. 98, Issue 5 (October 2018), pp. 1357-1442",98 B.U. L. Rev. 1357 (2018),na,na,21,"Administrative Law, Politics, President/Executive Department, Congress, Agency",6840.0
Deregulatory Splintering [article] *new*,William W. Buzbee,"Buzbee, William W. (Cited 1151 times)",,"Chicago-Kent Law Review, Vol. 94, Issue 2 (2019), pp. 439-486",94 Chi.-Kent L. Rev. 439 (2019),na,na,na,na,6840.0
Private Property in Public Health Emergencies [article],William W. Buzbee,"Malson, Robert A. (Cited 22 times); Lopez, Wilfredo (Cited 25 times); Buzbee, William W. (Cited 1151 times); Williamson, Donald E.",,"Journal of Law, Medicine and Ethics, Vol. 32, Issue 4 Special Supplement (2004), pp. 79-82",32 J.L. Med. & Ethics 79 (2004),na,na,1,"Criminal Law and Procedure, Administration Law, Health Law, State and Local Government Law, Employment Practice",6840.0
The FTC and the New Common Law of Privacy [article],Woodrow Hartzog,"Solove, Daniel J. (Cited 3024 times); Hartzog, Woodrow (Cited 528 times)",,"Columbia Law Review, Vol. 114, Issue 3 (April 2014), pp. 583-676",114 Colum. L. Rev. 583 (2014),171,na,276,"Common Law, Communications Law, Consumer Protection Law, Privacy, Trade Regulation, Death",8921.0
The Case for Online Obscurity [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times); Stutzman, Frederic (Cited 85 times)",,"California Law Review, Vol. 101, Issue 1 (February 2013), pp. 1-50",101 Calif. L. Rev. 1 (February 2013),62,na,42,"Communications Law, Criminal Law and Procedure, First Amendment, Information Privacy, Consumer Protection Law, Contracts, Courts",8921.0
The Scope and Potential of FTC Data Protection [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times); Solove, Daniel J. (Cited 3024 times)",,"George Washington Law Review, Vol. 83, Issue 6 (November 2015), pp. 2230-2300",83 Geo. Wash. L. Rev. 2230 (November 2015),46,na,40,"Information Privacy, Trade Regulation, Criminal Law and Procedure, Insurance Law",8921.0
Website Design as Contract [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"American University Law Review, Vol. 60, Issue 6 (August 2011), pp. 1635-1672",60 Am. U. L. Rev. 1635 (2010-2011),42,7,40,"Communications Law, Contracts, Social Media, Privacy",8921.0
Unfair and Deceptive Robots [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Maryland Law Review, Vol. 74, Issue 4 (2015), pp. 785-832",74 Md. L. Rev. 785 (2014-2015),23,na,81,"Trade Regulation, Business Organizations, Comparative Law, Criminal Law and Procedure, Consumer Protection Law, Information Privacy",8921.0
Obscurity by Design [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times); Stutzman, Frederic (Cited 85 times)",,"Washington Law Review, Vol. 88, Issue 2 (June 2013), pp. 385-418",88 Wash. L. Rev. 385 (2013),22,na,23,"Communications Law, Privacy, Trade Regulation, Consumer Protection Law",8921.0
Taking Trust Seriously in Privacy Law [article],Woodrow Hartzog,"Richards, Neil (Cited 42 times); Hartzog, Woodrow (Cited 528 times)",,"Stanford Technology Law Review, Vol. 19, Issue 3 (Spring 2016), pp. 431-472",19 Stan. Tech. L. Rev. 431 (2015-2016),22,na,83,"Privacy, Research, Right to Privacy, Wiretapping",8921.0
Big Data in Small Hands [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times); Selinger, Evan (Cited 35 times)",,"Stanford Law Review Online, Vol. 66, pp. 81-88",66 Stan. L. Rev. Online 81 (2013-2014),17,na,51,"Research, Privacy, Age, Law and Society",8921.0
Chain-Link Confidentiality [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Georgia Law Review, Vol. 46, Issue 3 (Spring 2012), pp. 657-704",46 Ga. L. Rev. 657 (2011-2012),16,na,14,"Confidentiality, Consumer Protection Law, Contracts, Brokers, Data Protection, Privacy",8921.0
Anonymization and Risk [article],Woodrow Hartzog,"Rubinstein, Ira S. (Cited 142 times); Hartzog, Woodrow (Cited 528 times)",,"Washington Law Review, Vol. 91, Issue 2 (June 2016), pp. 703-760",91 Wash. L. Rev. 703 (2016),13,na,88,"Information Privacy, Trade Regulation, Privacy, Science and Technology, Communications Law",8921.0
Reviving Implied Confidentiality [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Indiana Law Journal, Vol. 89, Issue 2 (Spring 2014), pp. 763-806",89 Ind. L.J. 763 (2014),12,na,25,"Communications Law, Confidentiality, Remedies, Arbitration, Dispute Resolution, Commercial Arbitration, International Commercial Arbitration",8921.0
Social Data [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Ohio State Law Journal, Vol. 74, Issue 6 (2013), pp. 995-1028",74 Ohio St. L.J. 995 (2013),12,na,29,"Law and Society, Communications Law, Discovery, Practice and Procedure, Privacy, Social Media",8921.0
Promises and Privacy: Promissory Estoppel and Confidential Disclosure in Online Communities [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Temple Law Review, Vol. 82, Issue 4 (Winter 2009), pp. 891-928",82 Temp. L. Rev. 891 (2009-2010),12,na,10,"Communications Law, Contracts, Estoppel, Privacy, Science and Technology, Precedents, Environment",8921.0
Privacy's Trust Gap: A Review [reviews],Woodrow Hartzog,"Richards, Neil (Cited 42 times); Hartzog, Woodrow (Cited 528 times)",,"Yale Law Journal, Vol. 126, Issue 4 (February 2017), pp. 1180-1224",126 Yale L. J. 1180 (2016-2017),10,na,75,"Information Privacy, Privacy, Environment",8921.0
Surveillance as Loss of Obscurity [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times); Selinger, Evan (Cited 35 times)",,"Washington and Lee Law Review, Vol. 72, Issue 3 (Summer 2015), pp. 1343-1388",72 Wash. & Lee L. Rev. 1343 (2015),9,na,48,"Communications Law, Criminal Law and Procedure, Information Privacy, Law Enforcement, Science and Technology, Administration Law",8921.0
"The Inadequate, Invaluable Fair Information Practices [article]",Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Maryland Law Review, Vol. 76, Issue 4 (2017), pp. 952-982",76 Md. L. Rev. 952 (2016-2017),6,na,61,"Communications Law, Consumer Protection Law, Privacy, Trade Regulation, Identification, Pets, Radio, Age",8921.0
The Value of Modest Privacy Protections in a Hyper Social World [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Colorado Technology Law Journal, Vol. 12, Issue 2 (Spring 2014), pp. 333-352",12 Colo. Tech. L.J. 333 (2014),5,na,15,"Labor Law, Privacy, Social Media, Minors, Information Privacy, Internet, Juveniles, Science and Technology",8921.0
The Fight to Frame Privacy [reviews],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Michigan Law Review, Vol. 111, Issue 6 (April 2013), pp. 1021-1044",111 Mich. L. Rev. 1021 (2012-2013),5,na,20,"Privacy, Communications Law",8921.0
Inefficiently Automated Law Enforcement [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times); Conti, Gregory (Cited 4 times); Nelson, John (Cited 6 times); Shay, Lisa A. (Cited 4 times)",,"Michigan State Law Review, Vol. 2015, Issue 5 (2015), pp. 1763-1796",2015 Mich. St. L. Rev. 1763 (2015),4,na,38,"Science and Technology, Criminal Law and Procedure, State and Local Government Law",8921.0
The Internet of Heirlooms and Disposable Things [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times); Selinger, Evan (Cited 35 times)",,"North Carolina Journal of Law & Technology, Vol. 17, Issue 4 (May 2016), pp. 581-598",17 N.C. J.L. & Tech. 581 (2015-2016),4,na,33,"Science and Technology, Commercial Law, Criminal Law and Procedure",8921.0
Trusting Big Data Research [article],Woodrow Hartzog,"Richards, Neil (Cited 42 times); Hartzog, Woodrow (Cited 528 times)",,"DePaul Law Review, Vol. 66, Issue 2 (Winter 2017), pp. 579-590",66 DePaul L. Rev. 579 (2016-2017),1,na,49,Research,8921.0
Body Cameras and the Path to Redeem Privacy Law [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"North Carolina Law Review, Vol. 96, Issue 5 (June 2018), pp. 1257-1312",96 N.C. L. Rev. 1257 (2017-2018),1,na,107,"Privacy, Collective Bargaining, Labor Law, Law Enforcement, Police, Evidence",8921.0
The Public Information Fallacy [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Boston University Law Review, Vol. 99, Issue 2 (March 2019), pp. 459-522",99 B.U. L. Rev. 459 (2019),na,na,11,"Criminal Law and Procedure, Exclusionary Rule, Remedies, Fourth Amendment, States, Internet, Privacy",8921.0
On Questioning Automation [article],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"Cumberland Law Review, Vol. 48, Issue 1 (2017), pp. 1-8",48 Cumb. L. Rev. 1 (2017-2018),na,na,56,"Information Privacy, Law and Society, Science and Technology, Human Rights, Revolution",8921.0
The Case against Idealising Control [comments],Woodrow Hartzog,"Hartzog, Woodrow (Cited 528 times)",,"European Data Protection Law Review (EDPL), Vol. 4, Issue 4 (2018), pp. 423-432",4 Eur. Data Prot. L. Rev. 423 (2018),na,na,na,na,8921.0
Dynamic Federalism and Patent Law Reform [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times)",,"Indiana Law Journal , Vol. 85, Issue 2 (Spring 2010), pp. 449-490",85 Ind. L.J. 449 (2010),33,na,6,"Federalism, Intellectual Property Law, Law Reform, Judges, Legislation, Injunctions",8686.0
Collateralizing Intellectual Property [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times)",,"Georgia Law Review, Vol. 42, Issue 1 (Fall 2007), pp. 1-46",42 Ga. L. Rev. 1 (2007-2008),24,na,28,"Intellectual Property, Intellectual Property Law, Property, Banking, Commercial Law",8686.0
Equity and Efficiency in Intellectual Property Taxation [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times); Maine, Jeffrey A. (Cited 118 times)",,"Brooklyn Law Review, Vol. 76, Issue 1 (Fall 2010), pp. 1-64",76 Brook. L. Rev. 1 (2010-2011),15,1,20,"Equity, Intellectual Property, Intellectual Property Law, Property, Taxation, Taxation-Federal Income, Jurisprudence",8686.0
The China We Hardly Know: Revealing the New China's Intellectual Property Regime [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times)",,"Saint Louis University Law Journal, Vol. 55, Issue 3 (Spring 2011), pp. 773-810",55 St. Louis U. L.J. 773 (2010-2011),14,na,58,"Comparative Law, Intellectual Property Law, Industrial and Intellectual Property, Intangible Property",8686.0
Acquiring Innovation [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times)",,"American University Law Review , Vol. 57, Issue 4 (April 2008), pp. 775-820",57 Am. U. L. Rev. 775 (2007-2008),13,na,21,"Intellectual Property Law, Taxation-Federal Income, Health, Public Finance",8686.0
Giving Intellectual Property [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times); Maine, Jeffrey A. (Cited 118 times)",,"U.C. Davis Law Review, Vol. 39, Issue 5 (June 2006), pp. 1721-1772",39 U.C. Davis L. Rev. 1721 (June 2006),12,na,9,"Economics, Intellectual Property Law, Colleges and Universities, Genetics, Industrial and Intellectual Property",8686.0
The History of Intellectual Property Taxation: Promoting Innovation and Other Intellectual Property Goals [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times); Maine, Jeffrey A. (Cited 118 times)",,"SMU Law Review, Vol. 64, Issue 3 (Summer 2011), pp. 795-858",64 S.M.U. L. Rev. 795 (2011),10,na,26,"History, Intellectual Property, Property, Taxation, Taxation-Federal Income",8686.0
Fame Law: Requiring Proof of National Fame in Trademark Law [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times)",,"Cardozo Law Review, Vol. 33, Issue 1 (October 2011), pp. 89-124",33 Cardozo L. Rev. 89 (October 2011),8,na,8,"Proof, Trademarks, European Union, States",8686.0
Intellectual Property Financing: Security Interests in Domain Names and Web Contents [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times)",,"Texas Wesleyan Law Review, Vol. 8, Issue 3 (Symposium 2002), pp. 489-504",8 Tex. Wesleyan L. Rev. 489 (2001-2002),7,na,3,"Banking, Commercial Law, Intellectual Property, Names, Property, Security Interests, Computer Law, Internet",8686.0
Apologies as Intellectual Property Remedies: Lessons from China [article],Xuan-Thao Nguyen,"Nguyen, Xuan-Thao (Cited 177 times)",,"Connecticut Law Review, Vol. 44, Issue 3 (February 2012), pp. 883-924",44 Conn. L. Rev. 883 (February 2012),5,na,13,"Apologies, Evidence, Intellectual Property Law, States, Compensatory Damages, Damages, Defamation, Dispute Resolution, Jurisprudence, Punitive Damages",8686.0
